page_number,winner,winning_club,loser,losing_club,cup,stage,boatclass,winner_station,time,date,barrier_time,barrier_loser_leading,fawley_time,fawley_loser_leading,finish_time,verdict
226,Henley Rowing Club,Henley Rowing Club,The Tideway Scullers' School,The Tideway Scullers' School,The Thames Challenge Cup,semi-final,M8+,Station 1 - Berks,,2009-07-04,113.0,False,194.0,False,404.0,2 lengths
226,Leander Club & Wallingford Rowing Club,Leander Club & Wallingford Rowing Club,Leander Club & Molesey Boat Club,Leander Club & Molesey Boat Club,The Remenham Challenge Cup,semi-final,W8+,Station 1 - Berks,,2009-07-04,125.0,False,211.0,False,446.0,3.5 lengths
226,"E. Murray & H. Bond, Waiariki Rowing Club, New Zealand","E. Murray & H. Bond, Waiariki Rowing Club, New Zealand","A. Triggs Hodge & P.K. Reed, Molesey Boat Club & Leander Club","A. Triggs Hodge & P.K. Reed, Molesey Boat Club & Leander Club",The Silver Goblets & Nickalls' Challenge Cup,semi-final,M2-,Station 2 - Bucks,,2009-07-04,128.0,False,214.0,False,445.0,2.5 lengths
226,Abingdon School,Abingdon School,"Brunswick School, U.S.A.","Brunswick School, U.S.A.",The Princess Elizabeth Challenge Cup,semi-final,M8+,Station 2 - Bucks,,2009-07-04,120.0,False,204.0,False,428.0,2.5 lengths
226,"A.W. Campbell, The Tideway Scullers' School","A.W. Campbell, The Tideway Scullers' School","O.K. Tufte, Horten Roklubb, Norway","O.K. Tufte, Horten Roklubb, Norway",The Diamond Challenge Sculls,semi-final,M1,Station 2 - Bucks,,2009-07-04,138.0,True,233.0,False,490.0,2 lengths
226,"Waiariki Rowing Club, New Zealand","Waiariki Rowing Club, New Zealand","C.N.C. Piediluco, Italy","C.N.C. Piediluco, Italy",The Stewards' Challenge Cup,semi-final,M4,Station 1 - Berks,,2009-07-04,121.0,False,204.0,False,425.0,not rowed out
227,"Brown University 'A', U.S.A.","Brown University, U.S.A.",Leander Club,Leander Club,The Ladies' Challenge Plate,semi-final,M8+,Station 2 - Bucks,,2009-07-04,110.0,False,187.0,False,388.0,0.5 lengths
227,"M. Drysdale, West End Rowing Club, New Zealand","M. Drysdale, West End Rowing Club, New Zealand","T.H. Maeyens, Koninklijke Roeiverenging Brugge, Belgium","T.H. Maeyens, Koninklijke Roeiverenging Brugge, Belgium",The Diamond Challenge Sculls,semi-final,M1,Station 2 - Bucks,,2009-07-04,142.0,False,241.0,False,511.0,3.25 lengths
227,Molesey Boat Club 'A',Molesey Boat Club,London Rowing Club 'A',London Rowing Club,The Thames Challenge Cup,semi-final,M8+,Station 1 - Berks,,2009-07-04,117.0,False,200.0,False,411.0,1.25 lengths
227,Leander Club & Westminster School,Leander Club & Westminster School,"Waiariki Rowing Club 'B', New Zealand","Waiariki Rowing Club, New Zealand",The Princess Grace Challenge Cup,semi-final,W4,Station 1 - Berks,,2009-07-04,134.0,False,222.0,False,462.0,2 lengths
227,Isis Boat Club,Isis Boat Club,"National University of Ireland, Galway, Ireland","National University of Ireland, Galway, Ireland",The Visitors' Challenge Cup,semi-final,M4,Station 1 - Berks,,2009-07-04,122.0,True,208.0,False,429.0,3.75 lengths
227,Durham University & Oxford Brookes University,Durham University & Oxford Brookes University,The Tideway Scullers' School 'A',The Tideway Scullers' School,The Prince of Wales Challenge Cup,semi-final,M4,Station 1 - Berks,,2009-07-04,120.0,False,201.0,False,412.0,1 lengths
227,Agecroft Rowing Club,Agecroft Rowing Club,"Fermoy Rowing Club, Ireland","Fermoy Rowing Club, Ireland",The Britannia Challenge Cup,semi-final,M4+,Station 1 - Berks,,2009-07-04,128.0,False,218.0,False,452.0,0.66 lengths
227,Eton College,Eton College,Pangbourne College,Pangbourne College,The Princess Elizabeth Challenge Cup,semi-final,M8+,Station 1 - Berks,,2009-07-04,116.0,False,199.0,False,419.0,5 lengths
227,"Mercyhurst College, U.S.A.","Mercyhurst College, U.S.A.",Molesey Boat Club,Molesey Boat Club,The Visitors' Challenge Cup,semi-final,M4,Station 1 - Berks,,2009-07-04,121.0,False,206.0,False,432.0,0.33 lengths
227,Leander Club & Molesey Boat Club,Leander Club & Molesey Boat Club,"Brown Alumni & New York, U.S.A.","Brown Alumni & New York, U.S.A.",The Ladies' Challenge Plate,semi-final,M8+,Station 1 - Berks,,2009-07-04,115.0,False,197.0,False,401.0,1 lengths
227,"E. Twigg, Hawkes Bay Rowing Club, New Zealand","E. Twigg, Hawkes Bay Rowing Club, New Zealand","E.M. Tomek, New York Athletic Club, U.S.A.","E.M. Tomek, New York Athletic Club, U.S.A.",The Princess Royal Challenge Cup,semi-final,W1,Station 2 - Bucks,,2009-07-04,152.0,False,260.0,False,562.0,5 lengths
227,Reading University & Leander Club,Reading University & Leander Club,"California Rowing Club, U.S.A.","California Rowing Club, U.S.A.",The Queen Mother Challenge Cup,semi-final,M4,Station 2 - Bucks,,2009-07-04,116.0,False,196.0,False,401.0,0.5 lengths
227,Nottingham & Union Rowing Club,Nottingham & Union Rowing Club,Wallingford Rowing Club,Wallingford Rowing Club,The Wyfold Challenge Cup,semi-final,M4,Station 1 - Berks,,2009-07-04,122.0,True,208.0,False,431.0,0.33 lengths
227,"Brown University, U.S.A.","Brown University, U.S.A.","Melbourne University, Australia","Melbourne University, Australia",The Temple Challenge Cup,semi-final,M8+,Station 1 - Berks,,2009-07-04,110.0,False,188.0,False,395.0,2.25 lengths
227,"Waiariki Rowing Club 'A', New Zealand","Waiariki Rowing Club, New Zealand","Sichuan Rowing Association, China","Sichuan Rowing Association, China",The Princess Grace Challenge Cup,semi-final,W4,Station 1 - Berks,,2009-07-04,128.0,True,217.0,False,446.0,1 lengths
227,"Sydney Rowing Club, Australia","Sydney Rowing Club, Australia",Star Club,Star Club,The Wyfold Challenge Cup,semi-final,M4,Station 2 - Bucks,,2009-07-04,119.0,False,203.0,False,422.0,1 lengths
227,"Yale University, U.S.A.","Yale University, U.S.A.",Reading University 'A',Reading University,The Prince Albert Challenge Cup,semi-final,M4+,Station 1 - Berks,,2009-07-04,121.0,True,209.0,False,435.0,1 lengths
227,"Princeton University, U.S.A.","Princeton University, U.S.A.","A.S.R. Nereus, Holland","A.S.R. Nereus, Holland",The Temple Challenge Cup,semi-final,M8+,Station 2 - Bucks,,2009-07-04,110.0,False,188.0,False,388.0,0.75 lengths
227,"Melbourne Grammar School, Australia","Melbourne Grammar School, Australia",The Windsor Boys' School 'A',The Windsor Boys' School,The Fawley Challenge Cup,heats,M4,Station 1 - Berks,,2009-07-04,118.0,False,203.0,False,424.0,3.25 lengths
227,Hollingworth Lake Rowing Club & Leander Club,Hollingworth Lake Rowing Club & Leander Club,"Sydney Rowing Club, Australia","Sydney Rowing Club, Australia",The Fawley Challenge Cup,heats,M4,Station 2 - Bucks,,2009-07-04,124.0,True,209.0,False,432.0,3.75 lengths
228,Yarm School & York City Rowing Club,Yarm School & York City Rowing Club,"Norske & Tonsberg, Norway","Norske & Tonsberg, Norway",The Fawley Challenge Cup,heats,M4,Station 1 - Berks,,2009-07-04,122.0,False,207.0,False,443.0,3.5 lengths
228,Westminster School,Westminster School,"Melbourne University & Barwon Rowing Club, Australia","Melbourne University & Barwon Rowing Club, Australia",The Fawley Challenge Cup,heats,M4,Station 1 - Berks,,2009-07-04,118.0,True,200.0,False,417.0,0.75 lengths
228,Oxford Brookes University,Oxford Brookes University,Newcastle University,Newcastle University,The Prince Albert Challenge Cup,heats,M4+,Station 2 - Bucks,,2009-07-03,122.0,False,206.0,False,428.0,2.5 lengths
228,Leander Club & Westminster School,Leander Club & Westminster School,"University of London Boat Club & West End Rowing Club, New Zealand","University of London Boat Club & West End Rowing Club, New Zealand",The Princess Grace Challenge Cup,heats,W4,Station 1 - Berks,,2009-07-03,127.0,False,214.0,False,446.0,2.5 lengths
228,"Melbourne Grammar School, Australia","Melbourne Grammar School, Australia",Star Club,Star Club,The Fawley Challenge Cup,heats,M4,Station 1 - Berks,,2009-07-03,119.0,False,201.0,False,420.0,easily
228,"E. Twigg, Hawkes Bay Rowing Club, New Zealand","E. Twigg, Hawkes Bay Rowing Club, New Zealand","Z.A. Novak, Tethys Boat Club","Z.A. Novak, Tethys Boat Club",The Princess Royal Challenge Cup,heats,W1,Station 1 - Berks,,2009-07-03,157.0,False,268.0,False,553.0,4 lengths
228,"London Rowing Club & Old Collegians Boat Club, Ireland","London Rowing Club & Old Collegians Boat Club, Ireland","Sir William Borlase's Grammar School & King's School, Ely","Sir William Borlase's Grammar School & King's School, Ely",The Prince of Wales Challenge Cup,heats,M4,Station 2 - Bucks,,2009-07-03,118.0,False,197.0,False,412.0,0.75 lengths
228,"Sydney Rowing Club, Australia","Sydney Rowing Club, Australia",Bewl Bridge & Peterborough City,Bewl Bridge & Peterborough City,The Fawley Challenge Cup,heats,M4,Station 1 - Berks,,2009-07-03,125.0,False,213.0,False,453.0,3 lengths
228,City of Bristol Rowing Club,City of Bristol Rowing Club,Nottingham Rowing Club,Nottingham Rowing Club,The Britannia Challenge Cup,heats,M4+,Station 2 - Bucks,,2009-07-03,126.0,False,214.0,False,442.0,2.25 lengths
228,"E.M. Tomek, New York Athletic Club, U.S.A.","E.M. Tomek, New York Athletic Club, U.S.A.","Y.A. Burraston, Melbourne University, Australia","Y.A. Burraston, Melbourne University, Australia",The Princess Royal Challenge Cup,heats,W1,Station 1 - Berks,,2009-07-03,150.0,False,255.0,False,438.0,easily
228,"Brown University Alumni & New York Athletic Club, U.S.A.","Brown University Alumni & New York Athletic Club, U.S.A.",University of the West of England & Henley Rowing Club,University of the West of England & Henley Rowing Club,The Ladies' Challenge Plate,heats,M8+,Station 2 - Bucks,,2009-07-03,111.0,False,188.0,False,401.0,3 lengths
228,Hollingworth Lake Rowing Club & Leander Club,Hollingworth Lake Rowing Club & Leander Club,Sir William Borlase's Grammar School & Maidenhead Rowing Club,Sir William Borlase's Grammar School & Maidenhead Rowing Club,The Fawley Challenge Cup,heats,M4,Station 1 - Berks,,2009-07-03,123.0,False,207.0,False,429.0,easily
228,"Brunswick School, U.S.A.","Brunswick School, U.S.A.",Latymer Upper School,Latymer Upper School,The Princess Elizabeth Challenge Cup,heats,M8+,Station 2 - Bucks,,2009-07-03,115.0,True,197.0,False,408.0,1 lengths
228,"Princeton University, U.S.A.","Princeton University, U.S.A.","University College, Dublin 'A', Ireland.","University College, Dublin, Ireland.",The Temple Challenge Cup,heats,M8+,Station 1 - Berks,,2009-07-03,113.0,False,191.0,False,404.0,2.25 lengths
228,The Windsor Boys' School 'A',The Windsor Boys' School,Maidenhead Rowing Club & Claires Court School,Maidenhead Rowing Club & Claires Court School,The Fawley Challenge Cup,heats,M4,Station 2 - Bucks,,2009-07-03,124.0,False,211.0,False,436.0,1.75 lengths
228,"Brown University 'A', U.S.A.","Brown University, U.S.A.","Massachusetts Institute of Technology, U.S.A.","Massachusetts Institute of Technology, U.S.A.",The Ladies' Challenge Plate,heats,M8+,Station 1 - Berks,,2009-07-03,110.0,False,190.0,False,402.0,2.5 lengths
228,Leander Club,Leander Club,London Rowing Club & Molesey Boat Club,London Rowing Club & Molesey Boat Club,The Prince of Wales Challenge Cup,heats,M4,Station 2 - Bucks,,2009-07-03,119.0,False,200.0,False,423.0,4.5 lengths
228,Eton College,Eton College,"The King's School, Chester","The King's School, Chester",The Princess Elizabeth Challenge Cup,heats,M8+,Station 1 - Berks,,2009-07-03,113.0,False,190.0,False,404.0,3 lengths
228,"O.K. Tufte, Horten Roklubb, Norway","O.K. Tufte, Horten Roklubb, Norway","Z.S.Y. Zhang, Sichuan Rowing Association, China","Z.S.Y. Zhang, Sichuan Rowing Association, China",The Diamond Challenge Sculls,heats,M1,Station 1 - Berks,,2009-07-03,135.0,False,229.0,False,485.0,5 lengths
228,The Tideway Scullers' School,The Tideway Scullers' School,Thames Rowing Club,Thames Rowing Club,The Thames Challenge Cup,heats,M8+,Station 2 - Bucks,,2009-07-03,115.0,True,195.0,False,403.0,1ft
229,Isis Boat Club,Isis Boat Club,Army Rowing Club & Thames Rowing Club,Army Rowing Club & Thames Rowing Club,The Visitors' Challenge Cup,heats,M4,Station 1 - Berks,,2009-07-03,121.0,False,204.0,False,421.0,0.5 lengths
229,Leander Club & Molesey Boat Club,Leander Club & Molesey Boat Club,"Brown University 'B', U.S.A.","Brown University, U.S.A.",The Ladies' Challenge Plate,heats,M8+,Station 1 - Berks,,2009-07-03,115.0,False,195.0,False,406.0,not rowed out
229,The Tideway Scullers' School 'A',The Tideway Scullers' School,Reading University & Nottingham Rowing Club,Reading University & Nottingham Rowing Club,The Prince of Wales Challenge Cup,heats,M4,Station 1 - Berks,,2009-07-03,121.0,False,202.0,False,423.0,0.75 lengths
229,Pangbourne College,Pangbourne College,Shrewsbury School,Shrewsbury School,The Princess Elizabeth Challenge Cup,heats,M8+,Station 1 - Berks,,2009-07-03,118.0,False,202.0,False,418.0,1 lengths
229,"M. Drysdale, West End Rowing Club, New Zealand","M. Drysdale, West End Rowing Club, New Zealand","M.S. Sivigny, G.M.S. Rowing Center, U.S.A.","M.S. Sivigny, G.M.S. Rowing Center, U.S.A.",The Diamond Challenge Sculls,heats,M1,Station 2 - Bucks,,2009-07-03,138.0,False,234.0,False,494.0,3.75 lengths
229,"A.S.R. Nereus, Holland","A.S.R. Nereus, Holland",Oxford Brookes University,Oxford Brookes University,The Temple Challenge Cup,heats,M8+,Station 1 - Berks,,2009-07-03,112.0,False,190.0,False,403.0,2.25 lengths
229,"T.D. Alfred & W.D.B. Buckland, Sydney University, Australia","T.D. Alfred & W.D.B. Buckland, Sydney University, Australia","I. Tsilis & G. Tsiompanidis, Nautical Club of Ioannina & Nautical Club of Thessaloniki, Greece","I. Tsilis & G. Tsiompanidis, Nautical Club of Ioannina & Nautical Club of Thessaloniki, Greece",The Silver Goblets & Nickalls' Challenge Cup,heats,M2-,Station 2 - Bucks,,2009-07-03,129.0,False,219.0,False,466.0,3.5 lengths
229,London Rowing Club 'A',London Rowing Club,Maidstone Invicta Rowing Club 'A',Maidstone Invicta Rowing Club,The Thames Challenge Cup,heats,M8+,Station 1 - Berks,,2009-07-03,113.0,False,194.0,False,407.0,3 lengths
229,"A.W. Campbell, The Tideway Scullers' School","A.W. Campbell, The Tideway Scullers' School","D.I.X. Mannion, National University of Ireland, Galway, Ireland","D.I.X. Mannion, National University of Ireland, Galway, Ireland",The Diamond Challenge Sculls,heats,M1,Station 1 - Berks,,2009-07-03,139.0,False,242.0,False,505.0,2 lengths
229,"Yale University, U.S.A.","Yale University, U.S.A.","Imperial College, London","Imperial College, London",The Prince Albert Challenge Cup,heats,M4+,Station 1 - Berks,,2009-07-03,125.0,False,211.0,False,443.0,2.5 lengths
229,"Mercyhurst College, U.S.A.","Mercyhurst College, U.S.A.","Berlin & Hannoverscher, Germany","Berlin & Hannoverscher, Germany",The Visitors' Challenge Cup,heats,M4,Station 2 - Bucks,,2009-07-03,118.0,False,201.0,False,427.0,easily
229,Leander Club & Molesey Boat Club,Leander Club & Molesey Boat Club,Oxford Brookes University & Tethys,Oxford Brookes University & Tethys,The Remenham Challenge Cup,heats,W8+,Station 2 - Bucks,,2009-07-03,123.0,False,209.0,False,446.0,5 lengths
229,Leander Club,Leander Club,London Rowing Club & Henley Rowing Club,London Rowing Club & Henley Rowing Club,The Ladies' Challenge Plate,heats,M8+,Station 1 - Berks,,2009-07-03,109.0,False,186.0,False,395.0,3.5 lengths
229,"M.C. Trott & N. Cohen, Waiariki Rowing Club, New Zealand","M.C. Trott & N. Cohen, Waiariki Rowing Club, New Zealand","C.T. Mollison & S.R. Hampshire, Maidstone Invicta Rowing Club","C.T. Mollison & S.R. Hampshire, Maidstone Invicta Rowing Club",The Double Sculls Challenge Cup,heats,M2,Station 2 - Bucks,,2009-07-03,124.0,False,212.0,False,472.0,1.75 lengths
229,"Sydney Rowing Club, Australia","Sydney Rowing Club, Australia",Maidstone Invicta Rowing Club,Maidstone Invicta Rowing Club,The Wyfold Challenge Cup,heats,M4,Station 1 - Berks,,2009-07-03,121.0,False,205.0,False,441.0,3.5 lengths
229,"Waiariki Rowing Club 'A', New Zealand","Waiariki Rowing Club, New Zealand","Mortlake, Anglian & Alpha Boat Club","Mortlake, Anglian & Alpha Boat Club",The Princess Grace Challenge Cup,heats,W4,Station 2 - Bucks,,2009-07-03,133.0,False,226.0,False,473.0,1.5 lengths
229,"Brown University, U.S.A.","Brown University, U.S.A.",Durham University,Durham University,The Temple Challenge Cup,heats,M8+,Station 2 - Bucks,,2009-07-03,113.0,False,192.0,False,397.0,0.75 lengths
229,Henley Rowing Club,Henley Rowing Club,"Four Score & Four Rowing Club, U.S.A.","Four Score & Four Rowing Club, U.S.A.",The Thames Challenge Cup,heats,M8+,Station 2 - Bucks,,2009-07-03,114.0,False,196.0,False,410.0,easily
229,"A. Triggs Hodge & P.K. Reed, Molesey Boat Club & Leander Club","A. Triggs Hodge & P.K. Reed, Molesey Boat Club & Leander Club","I.M.D. Cowell & I.D. Edmondson, London Rowing Club","I.M.D. Cowell & I.D. Edmondson, London Rowing Club",The Silver Goblets & Nickalls' Challenge Cup,heats,M2-,Station 2 - Bucks,,2009-07-03,127.0,False,227.0,False,516.0,1 lengths
229,"Fermoy Rowing Club, Ireland","Fermoy Rowing Club, Ireland",Glasgow Rowing Club,Glasgow Rowing Club,The Britannia Challenge Cup,heats,M4+,Station 2 - Bucks,,2009-07-03,132.0,False,222.0,False,459.0,1.25 lengths
230,"Waiariki Rowing Club 'B', New Zealand","Waiariki Rowing Club, New Zealand",London Rowing Club & Leander Club,London Rowing Club & Leander Club,The Princess Grace Challenge Cup,heats,W4,Station 1 - Berks,,2009-07-03,132.0,True,219.0,False,454.0,0.75 lengths
230,Thames Rowing Club,Thames Rowing Club,"Hansa Hamburg & Frankfurt, Germany","Hansa Hamburg & Frankfurt, Germany",The Remenham Challenge Cup,heats,W8+,Station 2 - Bucks,,2009-07-03,130.0,True,219.0,False,459.0,0.75 lengths
230,"Melbourne University, Australia","Melbourne University, Australia","Kent School, U.S.A.","Kent School, U.S.A.",The Temple Challenge Cup,heats,M8+,Station 1 - Berks,,2009-07-03,113.0,False,190.0,False,402.0,2 lengths
230,"T.H. Maeyens, Koninklijke Roeivereniging Brugge, Belgium","T.H. Maeyens, Koninklijke Roeivereniging Brugge, Belgium","D. Grant, Wairau Rowing Club, New Zealand","D. Grant, Wairau Rowing Club, New Zealand",The Diamond Challenge Sculls,heats,M1,Station 2 - Bucks,,2009-07-03,136.0,False,229.0,False,482.0,2 lengths
230,"Sichuan Rowing Association, China","Sichuan Rowing Association, China",Minerva Bath Rowing Club & Rob Roy Boat Club,Minerva Bath Rowing Club & Rob Roy Boat Club,The Princess Grace Challenge Cup,heats,W4,Station 2 - Bucks,,2009-07-03,131.0,False,221.0,False,462.0,easily
230,Durham University & Oxford Brookes University,Durham University & Oxford Brookes University,Exeter Rowing Club & Dart Totnes Amateur Rowing Club,Exeter Rowing Club & Dart Totnes Amateur Rowing Club,The Prince of Wales Challenge Cup,heats,M4,Station 1 - Berks,,2009-07-03,120.0,False,203.0,False,436.0,2 lengths
230,"Yale University, U.S.A.","Yale University, U.S.A.",Clyde Amateur Rowing Club & Edinburgh University,Clyde Amateur Rowing Club & Edinburgh University,The Remenham Challenge Cup,heats,W8+,Station 1 - Berks,,2009-07-03,127.0,False,213.0,False,444.0,2.5 lengths
230,Molesey Boat Club 'A',Molesey Boat Club,"Commercial Rowing Club, Ireland","Commercial Rowing Club, Ireland",The Thames Challenge Cup,heats,M8+,Station 1 - Berks,,2009-07-03,114.0,True,192.0,False,399.0,1 lengths
230,"S.B. Keeling & R.P. Di Clemente, Trident Rowing Club, South Africa","S.B. Keeling & R.P. Di Clemente, Trident Rowing Club, South Africa","J.D. Saraidaridis & P. Hooper, Brown University, U.S.A.","J.D. Saraidaridis & P. Hooper, Brown University, U.S.A.",The Silver Goblets & Nickalls' Challenge Cup,heats,M2-,Station 1 - Berks,,2009-07-03,133.0,False,230.0,False,486.0,3.5 lengths
230,University of London,University of London,Southampton University,Southampton University,The Prince Albert Challenge Cup,heats,M4+,Station 2 - Bucks,,2009-07-03,127.0,False,214.0,False,452.0,2.25 lengths
230,"Melbourne University & Barwon Rowing Club, Australia","Melbourne University & Barwon Rowing Club, Australia",Walton Rowing Club & The Tideway Scullers' School,Walton Rowing Club & The Tideway Scullers' School,The Fawley Challenge Cup,heats,M4,Station 2 - Bucks,,2009-07-03,121.0,True,206.0,False,433.0,2.75 lengths
230,Molesey Boat Club,Molesey Boat Club,"Newcastle University & Dukla Praha, Czech Republic","Newcastle University & Dukla Praha, Czech Republic",The Visitors' Challenge Cup,heats,M4,Station 2 - Bucks,,2009-07-03,123.0,True,207.0,False,427.0,2.5 lengths
230,Leander Club & Wallingford Rowing Club,Leander Club & Wallingford Rowing Club,Upper Thames Rowing Club & Star and Arrow Club,Upper Thames Rowing Club & Star and Arrow Club,The Remenham Challenge Cup,heats,W8+,Station 2 - Bucks,,2009-07-03,124.0,False,208.0,False,447.0,4.75 lengths
230,Westminster School,Westminster School,Royal Chester Rowing Club & Queen's Park High School,Royal Chester Rowing Club & Queen's Park High School,The Fawley Challenge Cup,heats,M4,Station 2 - Bucks,,2009-07-03,122.0,False,209.0,False,441.0,3.75 lengths
230,Agecroft Rowing Club,Agecroft Rowing Club,Molesey Boat Club,Molesey Boat Club,The Britannia Challenge Cup,heats,M4+,Station 2 - Bucks,,2009-07-03,125.0,False,213.0,False,451.0,3 lengths
230,Star Club,Star Club,Glasgow Rowing Club,Glasgow Rowing Club,The Wyfold Challenge Cup,heats,M4,Station 2 - Bucks,,2009-07-03,122.0,False,205.0,False,429.0,0.33 lengths
230,"National University of Ireland, Galway, Ireland","National University of Ireland, Galway, Ireland","New York Athletic Club & Camp Randall Rowing, U.S.A.","New York Athletic Club & Camp Randall Rowing, U.S.A.",The Visitors' Challenge Cup,heats,M4,Station 1 - Berks,,2009-07-03,117.0,False,200.0,False,426.0,2 lengths
230,Abingdon School,Abingdon School,"Belmont Hill School, U.S.A.","Belmont Hill School, U.S.A.",The Princess Elizabeth Challenge Cup,heats,M8+,Station 2 - Bucks,,2009-07-03,112.0,True,191.0,False,394.0,0.75 lengths
230,"G.L. Stone, Cambridge Boat Club, U.S.A.","G.L. Stone, Cambridge Boat Club, U.S.A.","M.E. Kalmoe, New York Athletic Club, U.S.A.","M.E. Kalmoe, New York Athletic Club, U.S.A.",The Princess Royal Challenge Cup,heats,W1,Station 1 - Berks,,2009-07-03,152.0,False,255.0,False,530.0,2.75 lengths
230,"E. Murray & H. Bond, Waiariki Rowing Club, New Zealand","E. Murray & H. Bond, Waiariki Rowing Club, New Zealand","A.J. Holden-Smith & P.E.M. Randolph, Oxford Brookes University & Taurus Boat Club","A.J. Holden-Smith & P.E.M. Randolph, Oxford Brookes University & Taurus Boat Club",The Silver Goblets & Nickalls' Challenge Cup,heats,M2-,Station 2 - Bucks,,2009-07-03,127.0,False,214.0,False,456.0,easily
231,"Norske Studenters Roklub & Tonsberg Roklubb, Norway","Norske Studenters Roklub & Tonsberg Roklubb, Norway",Runcorn Rowing Club,Runcorn Rowing Club,The Fawley Challenge Cup,heats,M4,Station 2 - Bucks,,2009-07-03,125.0,False,211.0,False,440.0,1.75 lengths
231,Reading University 'A',Reading University,University of the West of England,University of the West of England,The Prince Albert Challenge Cup,heats,M4+,Station 1 - Berks,,2009-07-03,122.0,False,211.0,False,453.0,1.25 lengths
231,Wallingford Rowing Club,Wallingford Rowing Club,Lea Rowing Club 'A',Lea Rowing Club,The Wyfold Challenge Cup,heats,M4,Station 2 - Bucks,,2009-07-03,121.0,False,203.0,False,435.0,2.25 lengths
231,"J. Haigh, West End Rowing Club, New Zealand","J. Haigh, West End Rowing Club, New Zealand","T. Cao, Sichuan Rowing Association, China","T. Cao, Sichuan Rowing Association, China",The Princess Royal Challenge Cup,heats,W1,Station 2 - Bucks,,2009-07-03,151.0,False,255.0,False,549.0,4.5 lengths
231,"S. Uru & P. Taylor, Waiariki Rowing Club, New Zealand","S. Uru & P. Taylor, Waiariki Rowing Club, New Zealand","R.C. Hardy & P.J.C. Wells, The Tideway Scullers' School & Bryanston School","R.C. Hardy & P.J.C. Wells, The Tideway Scullers' School & Bryanston School",The Double Sculls Challenge Cup,heats,M2,Station 2 - Bucks,,2009-07-03,125.0,False,213.0,False,482.0,4.25 lengths
231,Yarm School & York City Rowing Club,Yarm School & York City Rowing Club,Westminster School & Thames Rowing Club,Westminster School & Thames Rowing Club,The Fawley Challenge Cup,heats,M4,Station 2 - Bucks,,2009-07-03,121.0,False,204.0,False,433.0,2.5 lengths
231,Vesta Rowing Club,Vesta Rowing Club,Henley Rowing Club,Henley Rowing Club,The Britannia Challenge Cup,heats,M4+,Station 1 - Berks,,2009-07-03,128.0,False,216.0,False,453.0,2.25 lengths
231,Nottingham & Union Rowing Club,Nottingham & Union Rowing Club,London Rowing Club 'A',London Rowing Club,The Wyfold Challenge Cup,heats,M4,Station 1 - Berks,,2009-07-03,122.0,False,207.0,False,431.0,1 lengths
231,"I.M.D. Cowell & I.D. Edmondson, London Rowing Club","I.M.D. Cowell & I.D. Edmondson, London Rowing Club","R.P. Garrod & M.J. Cannon, Staines Boat Club","R.P. Garrod & M.J. Cannon, Staines Boat Club",The Silver Goblets & Nickalls' Challenge Cup,heats,M2-,Station 2 - Bucks,,2009-07-02,140.0,True,239.0,False,498.0,easily
231,Walton Rowing Club & The Tideway Scullers' School,Walton Rowing Club & The Tideway Scullers' School,Derby Rowing Club & Burton Leander Rowing Club,Derby Rowing Club & Burton Leander Rowing Club,The Fawley Challenge Cup,heats,M4,Station 1 - Berks,,2009-07-02,120.0,False,205.0,False,437.0,4.5 lengths
231,Glasgow Rowing Club,Glasgow Rowing Club,Nottingham Rowing Club 'A',Nottingham Rowing Club,The Wyfold Challenge Cup,heats,M4,Station 1 - Berks,,2009-07-02,119.0,False,202.0,False,431.0,easily
231,"University College, Dublin 'A', Ireland.","University College, Dublin, Ireland.","University College, Dublin 'B', Ireland.","University College, Dublin, Ireland.",The Temple Challenge Cup,heats,M8+,Station 1 - Berks,,2009-07-02,111.0,False,191.0,False,399.0,easily
231,London Rowing Club 'A',London Rowing Club,London Rowing Club 'B',London Rowing Club,The Thames Challenge Cup,heats,M8+,Station 1 - Berks,,2009-07-02,110.0,False,188.0,False,395.0,2.75 lengths
231,Royal Chester Rowing Club & Queen's Park High School,Royal Chester Rowing Club & Queen's Park High School,The Grange School,The Grange School,The Fawley Challenge Cup,heats,M4,Station 1 - Berks,,2009-07-02,127.0,True,213.0,False,435.0,1.75 lengths
231,Star Club,Star Club,"Mitsubishi Boat Club, Japan","Mitsubishi Boat Club, Japan",The Wyfold Challenge Cup,heats,M4,Station 2 - Bucks,,2009-07-02,119.0,False,202.0,False,428.0,3.5 lengths
231,Durham University & Oxford Brookes University,Durham University & Oxford Brookes University,Blue Coat Boat Club & Kingston Rowing Club,Blue Coat Boat Club & Kingston Rowing Club,The Prince of Wales Challenge Cup,heats,M4,Station 1 - Berks,,2009-07-02,114.0,False,194.0,False,415.0,2 lengths
231,"The King's School, Chester","The King's School, Chester",St. Edward's School,St. Edward's School,The Princess Elizabeth Challenge Cup,heats,M8+,Station 1 - Berks,,2009-07-02,112.0,False,190.0,False,402.0,2.5 lengths
231,"Princeton University, U.S.A.","Princeton University, U.S.A.",Newcastle University,Newcastle University,The Temple Challenge Cup,heats,M8+,Station 1 - Berks,,2009-07-02,107.0,False,188.0,False,403.0,3.5 lengths
